year,postal-code,state,division,count-fatalities,source,population,per-capita,per-million
2012,ID,Idaho,Mountain,7,FE_NV,1595910,4.3862E-06,4.3862
2013,ID,Idaho,Mountain,4,MPV,1612053,2.4813E-06,2.4813
2013,ID,Idaho,Mountain,7,FE,1612053,4.3423E-06,4.3423
2013,ID,Idaho,Mountain,5,FE_NV,1612053,3.1016E-06,3.1016
2014,ID,Idaho,Mountain,4,MPV,1632248,2.4506E-06,2.4506
2014,ID,Idaho,Mountain,4,FE,1632248,2.4506E-06,2.4506
2014,ID,Idaho,Mountain,4,FE_NV,1632248,2.4506E-06,2.4506
2015,ID,Idaho,Mountain,7,WaPo,1652495,4.2360E-06,4.2360
2015,ID,Idaho,Mountain,8,Guardian,1652495,4.8412E-06,4.8412
2015,ID,Idaho,Mountain,7,MPV,1652495,4.2360E-06,4.2360
2015,ID,Idaho,Mountain,8,FE,1652495,4.8412E-06,4.8412
2015,ID,Idaho,Mountain,8,FE_NV,1652495,4.8412E-06,4.8412
2016,ID,Idaho,Mountain,6,WaPo,1684036,3.5629E-06,3.5629
2016,ID,Idaho,Mountain,5,Guardian,1684036,2.9691E-06,2.9691
2016,ID,Idaho,Mountain,6,MPV,1684036,3.5629E-06,3.5629
2016,ID,Idaho,Mountain,9,FE,1684036,5.3443E-06,5.3443
2016,ID,Idaho,Mountain,9,FE_NV,1684036,5.3443E-06,5.3443
2017,ID,Idaho,Mountain,6,WaPo,1719745,3.4889E-06,3.4889
2017,ID,Idaho,Mountain,6,MPV,1719745,3.4889E-06,3.4889
2017,ID,Idaho,Mountain,9,FE,1719745,5.2333E-06,5.2333
2017,ID,Idaho,Mountain,9,FE_NV,1719745,5.2333E-06,5.2333
2018,ID,Idaho,Mountain,13,WaPo,1752074,7.4198E-06,7.4198
2018,ID,Idaho,Mountain,13,MPV,1752074,7.4198E-06,7.4198
2018,ID,Idaho,Mountain,20,FE,1752074,1.1415E-05,11.4150
2018,ID,Idaho,Mountain,16,FE_NV,1752074,9.1320E-06,9.1320
2019,ID,Idaho,Mountain,7,WaPo,1789060,3.9127E-06,3.9127
2019,ID,Idaho,Mountain,8,MPV,1789060,4.4716E-06,4.4716
2019,ID,Idaho,Mountain,13,FE,1789060,7.2664E-06,7.2664
2019,ID,Idaho,Mountain,12,FE_NV,1789060,6.7074E-06,6.7074
2020,ID,Idaho,Mountain,6,WaPo,1826913,3.2842E-06,3.2842
2020,ID,Idaho,Mountain,6,MPV,1826913,3.2842E-06,3.2842
2020,ID,Idaho,Mountain,15,FE,1826913,8.2106E-06,8.2106
2020,ID,Idaho,Mountain,14,FE_NV,1826913,7.6632E-06,7.6632
2000,IL,Illinois,East North Central,44,FE,12434161,3.5386E-06,3.5386
2000,IL,Illinois,East North Central,39,FE_NV,12434161,3.1365E-06,3.1365
2001,IL,Illinois,East North Central,36,FE,12488445,2.8827E-06,2.8827
2001,IL,Illinois,East North Central,24,FE_NV,12488445,1.9218E-06,1.9218
2002,IL,Illinois,East North Central,45,FE,12525556,3.5927E-06,3.5927
2002,IL,Illinois,East North Central,32,FE_NV,12525556,2.5548E-06,2.5548
2003,IL,Illinois,East North Central,74,FE,12556006,5.8936E-06,5.8936
2003,IL,Illinois,East North Central,58,FE_NV,12556006,4.6193E-06,4.6193
2004,IL,Illinois,East North Central,44,FE,12589773,3.4949E-06,3.4949
2004,IL,Illinois,East North Central,28,FE_NV,12589773,2.2240E-06,2.2240
2005,IL,Illinois,East North Central,52,FE,12609903,4.1237E-06,4.1237
2005,IL,Illinois,East North Central,31,FE_NV,12609903,2.4584E-06,2.4584
2006,IL,Illinois,East North Central,62,FE,12643955,4.9035E-06,4.9035
2006,IL,Illinois,East North Central,44,FE_NV,12643955,3.4799E-06,3.4799
2007,IL,Illinois,East North Central,65,FE,12695866,5.1198E-06,5.1198
2007,IL,Illinois,East North Central,52,FE_NV,12695866,4.0958E-06,4.0958
2008,IL,Illinois,East North Central,61,FE,12747038,4.7854E-06,4.7854
2008,IL,Illinois,East North Central,51,FE_NV,12747038,4.0009E-06,4.0009
2009,IL,Illinois,East North Central,47,FE,12796778,3.6728E-06,3.6728
2009,IL,Illinois,East North Central,38,FE_NV,12796778,2.9695E-06,2.9695
2010,IL,Illinois,East North Central,48,FE,12840545,3.7382E-06,3.7382
2010,IL,Illinois,East North Central,38,FE_NV,12840545,2.9594E-06,2.9594
2011,IL,Illinois,East North Central,61,FE,12867783,4.7405E-06,4.7405
2011,IL,Illinois,East North Central,49,FE_NV,12867783,3.8080E-06,3.8080
2012,IL,Illinois,East North Central,47,FE,12883029,3.6482E-06,3.6482
2012,IL,Illinois,East North Central,38,FE_NV,12883029,2.9496E-06,2.9496
2013,IL,Illinois,East North Central,28,MPV,12895778,2.1713E-06,2.1713
2013,IL,Illinois,East North Central,52,FE,12895778,4.0323E-06,4.0323
2013,IL,Illinois,East North Central,33,FE_NV,12895778,2.5590E-06,2.5590
2014,IL,Illinois,East North Central,33,MPV,12885092,2.5611E-06,2.5611
2014,IL,Illinois,East North Central,57,FE,12885092,4.4237E-06,4.4237
2014,IL,Illinois,East North Central,34,FE_NV,12885092,2.6387E-06,2.6387
2015,IL,Illinois,East North Central,21,WaPo,12859585,1.6330E-06,1.6330
2015,IL,Illinois,East North Central,23,Guardian,12859585,1.7885E-06,1.7885
2015,IL,Illinois,East North Central,22,MPV,12859585,1.7108E-06,1.7108
2015,IL,Illinois,East North Central,31,FE,12859585,2.4107E-06,2.4107
2015,IL,Illinois,East North Central,25,FE_NV,12859585,1.9441E-06,1.9441
2016,IL,Illinois,East North Central,26,WaPo,12821709,2.0278E-06,2.0278
2016,IL,Illinois,East North Central,29,Guardian,12821709,2.2618E-06,2.2618
2016,IL,Illinois,East North Central,31,MPV,12821709,2.4178E-06,2.4178
2016,IL,Illinois,East North Central,53,FE,12821709,4.1336E-06,4.1336
2016,IL,Illinois,East North Central,42,FE_NV,12821709,3.2757E-06,3.2757
2017,IL,Illinois,East North Central,20,WaPo,12779893,1.5650E-06,1.5650
2017,IL,Illinois,East North Central,26,MPV,12779893,2.0344E-06,2.0344
2017,IL,Illinois,East North Central,39,FE,12779893,3.0517E-06,3.0517
2017,IL,Illinois,East North Central,27,FE_NV,12779893,2.1127E-06,2.1127
2018,IL,Illinois,East North Central,20,WaPo,12724685,1.5717E-06,1.5717
2018,IL,Illinois,East North Central,24,MPV,12724685,1.8861E-06,1.8861
2018,IL,Illinois,East North Central,44,FE,12724685,3.4578E-06,3.4578
2018,IL,Illinois,East North Central,31,FE_NV,12724685,2.4362E-06,2.4362
2019,IL,Illinois,East North Central,13,WaPo,12667017,1.0263E-06,1.0263
2019,IL,Illinois,East North Central,17,MPV,12667017,1.3421E-06,1.3421
2019,IL,Illinois,East North Central,52,FE,12667017,4.1051E-06,4.1051
2019,IL,Illinois,East North Central,34,FE_NV,12667017,2.6841E-06,2.6841
2020,IL,Illinois,East North Central,13,WaPo,12587530,1.0328E-06,1.0328
2020,IL,Illinois,East North Central,13,MPV,12587530,1.0328E-06,1.0328
2020,IL,Illinois,East North Central,56,FE,12587530,4.4488E-06,4.4488
2020,IL,Illinois,East North Central,32,FE_NV,12587530,2.5422E-06,2.5422
2000,IN,Indiana,East North Central,14,FE,6091866,2.2981E-06,2.2981
2000,IN,Indiana,East North Central,10,FE_NV,6091866,1.6415E-06,1.6415
2001,IN,Indiana,East North Central,14,FE,6127760,2.2847E-06,2.2847
2001,IN,Indiana,East North Central,10,FE_NV,6127760,1.6319E-06,1.6319
2002,IN,Indiana,East North Central,20,FE,6155967,3.2489E-06,3.2489
2002,IN,Indiana,East North Central,15,FE_NV,6155967,2.4367E-06,2.4367
2003,IN,Indiana,East North Central,18,FE,6196638,2.9048E-06,2.9048
2003,IN,Indiana,East North Central,13,FE_NV,6196638,2.0979E-06,2.0979
2004,IN,Indiana,East North Central,12,FE,6233007,1.9252E-06,1.9252
2004,IN,Indiana,East North Central,10,FE_NV,6233007,1.6044E-06,1.6044
2005,IN,Indiana,East North Central,22,FE,6278616,3.5040E-06,3.5040
2005,IN,Indiana,East North Central,18,FE_NV,6278616,2.8669E-06,2.8669
2006,IN,Indiana,East North Central,18,FE,6332669,2.8424E-06,2.8424
2006,IN,Indiana,East North Central,14,FE_NV,6332669,2.2108E-06,2.2108
2007,IN,Indiana,East North Central,20,FE,6379599,3.1350E-06,3.1350
2007,IN,Indiana,East North Central,14,FE_NV,6379599,2.1945E-06,2.1945
2008,IN,Indiana,East North Central,21,FE,6424806,3.2686E-06,3.2686
2008,IN,Indiana,East North Central,16,FE_NV,6424806,2.4903E-06,2.4903
2009,IN,Indiana,East North Central,30,FE,6459325,4.6444E-06,4.6444
2009,IN,Indiana,East North Central,17,FE_NV,6459325,2.6319E-06,2.6319
2010,IN,Indiana,East North Central,24,FE,6490555,3.6977E-06,3.6977
2010,IN,Indiana,East North Central,20,FE_NV,6490555,3.0814E-06,3.0814
2011,IN,Indiana,East North Central,24,FE,6517250,3.6825E-06,3.6825
2011,IN,Indiana,East North Central,20,FE_NV,6517250,3.0688E-06,3.0688
2012,IN,Indiana,East North Central,23,FE,6538989,3.5174E-06,3.5174
2012,IN,Indiana,East North Central,18,FE_NV,6538989,2.7527E-06,2.7527
2013,IN,Indiana,East North Central,22,MPV,6570575,3.3483E-06,3.3483
2013,IN,Indiana,East North Central,39,FE,6570575,5.9356E-06,5.9356
2013,IN,Indiana,East North Central,24,FE_NV,6570575,3.6526E-06,3.6526
2014,IN,Indiana,East North Central,10,MPV,6596019,1.5161E-06,1.5161
2014,IN,Indiana,East North Central,21,FE,6596019,3.1837E-06,3.1837
2014,IN,Indiana,East North Central,13,FE_NV,6596019,1.9709E-06,1.9709
2015,IN,Indiana,East North Central,19,WaPo,6611442,2.8738E-06,2.8738
2015,IN,Indiana,East North Central,21,Guardian,6611442,3.1763E-06,3.1763
2015,IN,Indiana,East North Central,20,MPV,6611442,3.0251E-06,3.0251
2015,IN,Indiana,East North Central,36,FE,6611442,5.4451E-06,5.4451
2015,IN,Indiana,East North Central,29,FE_NV,6611442,4.3863E-06,4.3863
2016,IN,Indiana,East North Central,14,WaPo,6637898,2.1091E-06,2.1091
2016,IN,Indiana,East North Central,20,Guardian,6637898,3.0130E-06,3.0130
2016,IN,Indiana,East North Central,16,MPV,6637898,2.4104E-06,2.4104
2016,IN,Indiana,East North Central,25,FE,6637898,3.7663E-06,3.7663
2016,IN,Indiana,East North Central,21,FE_NV,6637898,3.1637E-06,3.1637
2017,IN,Indiana,East North Central,19,WaPo,6662068,2.8520E-06,2.8520
2017,IN,Indiana,East North Central,20,MPV,6662068,3.0021E-06,3.0021
2017,IN,Indiana,East North Central,43,FE,6662068,6.4545E-06,6.4545
2017,IN,Indiana,East North Central,27,FE_NV,6662068,4.0528E-06,4.0528
2018,IN,Indiana,East North Central,18,WaPo,6698481,2.6872E-06,2.6872
2018,IN,Indiana,East North Central,17,MPV,6698481,2.5379E-06,2.5379
2018,IN,Indiana,East North Central,33,FE,6698481,4.9265E-06,4.9265
2018,IN,Indiana,East North Central,22,FE_NV,6698481,3.2843E-06,3.2843
2019,IN,Indiana,East North Central,16,WaPo,6731010,2.3771E-06,2.3771
2019,IN,Indiana,East North Central,19,MPV,6731010,2.8228E-06,2.8228
2019,IN,Indiana,East North Central,44,FE,6731010,6.5369E-06,6.5369
2019,IN,Indiana,East North Central,31,FE_NV,6731010,4.6055E-06,4.6055
2020,IN,Indiana,East North Central,24,WaPo,6754953,3.5529E-06,3.5529
2020,IN,Indiana,East North Central,25,MPV,6754953,3.7010E-06,3.7010
2020,IN,Indiana,East North Central,58,FE,6754953,8.5863E-06,8.5863
2020,IN,Indiana,East North Central,37,FE_NV,6754953,5.4775E-06,5.4775
2000,KS,Kansas,West North Central,7,FE,2693681,2.5987E-06,2.5987
2000,KS,Kansas,West North Central,5,FE_NV,2693681,1.8562E-06,1.8562
2001,KS,Kansas,West North Central,9,FE,2702162,3.3307E-06,3.3307
2001,KS,Kansas,West North Central,7,FE_NV,2702162,2.5905E-06,2.5905
2002,KS,Kansas,West North Central,21,FE,2713535,7.7390E-06,7.7390
2002,KS,Kansas,West North Central,13,FE_NV,2713535,4.7908E-06,4.7908
2003,KS,Kansas,West North Central,17,FE,2723004,6.2431E-06,6.2431
2003,KS,Kansas,West North Central,7,FE_NV,2723004,2.5707E-06,2.5707
2004,KS,Kansas,West North Central,18,FE,2734373,6.5829E-06,6.5829
2004,KS,Kansas,West North Central,9,FE_NV,2734373,3.2914E-06,3.2914
2005,KS,Kansas,West North Central,11,FE,2745299,4.0068E-06,4.0068
2005,KS,Kansas,West North Central,9,FE_NV,2745299,3.2783E-06,3.2783
2006,KS,Kansas,West North Central,23,FE,2762931,8.3245E-06,8.3245
2006,KS,Kansas,West North Central,17,FE_NV,2762931,6.1529E-06,6.1529
2007,KS,Kansas,West North Central,25,FE,2783785,8.9806E-06,8.9806
2007,KS,Kansas,West North Central,14,FE_NV,2783785,5.0291E-06,5.0291
2008,KS,Kansas,West North Central,14,FE,2808076,4.9856E-06,4.9856
2008,KS,Kansas,West North Central,7,FE_NV,2808076,2.4928E-06,2.4928
2009,KS,Kansas,West North Central,21,FE,2832704,7.4134E-06,7.4134
2009,KS,Kansas,West North Central,11,FE_NV,2832704,3.8832E-06,3.8832
2010,KS,Kansas,West North Central,16,FE,2858266,5.5978E-06,5.5978
2010,KS,Kansas,West North Central,14,FE_NV,2858266,4.8981E-06,4.8981
2011,KS,Kansas,West North Central,23,FE,2869677,8.0148E-06,8.0148
2011,KS,Kansas,West North Central,12,FE_NV,2869677,4.1817E-06,4.1817
2012,KS,Kansas,West North Central,24,FE,2886024,8.3159E-06,8.3159
2012,KS,Kansas,West North Central,19,FE_NV,2886024,6.5835E-06,6.5835
2013,KS,Kansas,West North Central,5,MPV,2894306,1.7275E-06,1.7275
2013,KS,Kansas,West North Central,18,FE,2894306,6.2191E-06,6.2191
2013,KS,Kansas,West North Central,12,FE_NV,2894306,4.1461E-06,4.1461
2014,KS,Kansas,West North Central,15,MPV,2901861,5.1691E-06,5.1691
2014,KS,Kansas,West North Central,28,FE,2901861,9.6490E-06,9.6490
2014,KS,Kansas,West North Central,18,FE_NV,2901861,6.2029E-06,6.2029
2015,KS,Kansas,West North Central,9,WaPo,2910717,3.0920E-06,3.0920
2015,KS,Kansas,West North Central,11,Guardian,2910717,3.7791E-06,3.7791
2015,KS,Kansas,West North Central,11,MPV,2910717,3.7791E-06,3.7791
2015,KS,Kansas,West North Central,22,FE,2910717,7.5583E-06,7.5583
2015,KS,Kansas,West North Central,16,FE_NV,2910717,5.4969E-06,5.4969
2016,KS,Kansas,West North Central,10,WaPo,2912977,3.4329E-06,3.4329
2016,KS,Kansas,West North Central,11,Guardian,2912977,3.7762E-06,3.7762
2016,KS,Kansas,West North Central,11,MPV,2912977,3.7762E-06,3.7762
2016,KS,Kansas,West North Central,20,FE,2912977,6.8658E-06,6.8658
2016,KS,Kansas,West North Central,14,FE_NV,2912977,4.8061E-06,4.8061
2017,KS,Kansas,West North Central,12,WaPo,2910892,4.1224E-06,4.1224
2017,KS,Kansas,West North Central,14,MPV,2910892,4.8095E-06,4.8095
2017,KS,Kansas,West North Central,25,FE,2910892,8.5884E-06,8.5884
2017,KS,Kansas,West North Central,20,FE_NV,2910892,6.8707E-06,6.8707
2018,KS,Kansas,West North Central,7,WaPo,2912748,2.4032E-06,2.4032
2018,KS,Kansas,West North Central,9,MPV,2912748,3.0899E-06,3.0899
2018,KS,Kansas,West North Central,21,FE,2912748,7.2097E-06,7.2097
2018,KS,Kansas,West North Central,14,FE_NV,2912748,4.8065E-06,4.8065
2019,KS,Kansas,West North Central,9,WaPo,2912635,3.0900E-06,3.0900
2019,KS,Kansas,West North Central,9,MPV,2912635,3.0900E-06,3.0900
2019,KS,Kansas,West North Central,21,FE,2912635,7.2100E-06,7.2100
2019,KS,Kansas,West North Central,14,FE_NV,2912635,4.8066E-06,4.8066
2020,KS,Kansas,West North Central,7,WaPo,2913805,2.4024E-06,2.4024
2020,KS,Kansas,West North Central,5,MPV,2913805,1.7160E-06,1.7160
2020,KS,Kansas,West North Central,20,FE,2913805,6.8639E-06,6.8639
2020,KS,Kansas,West North Central,13,FE_NV,2913805,4.4615E-06,4.4615
2000,KY,Kentucky,East South Central,4,FE,4049021,9.8789E-07,0.9879
2000,KY,Kentucky,East South Central,3,FE_NV,4049021,7.4092E-07,0.7409
2001,KY,Kentucky,East South Central,13,FE,4068132,3.1956E-06,3.1956
2001,KY,Kentucky,East South Central,13,FE_NV,4068132,3.1956E-06,3.1956
2002,KY,Kentucky,East South Central,14,FE,4089875,3.4231E-06,3.4231
2002,KY,Kentucky,East South Central,13,FE_NV,4089875,3.1786E-06,3.1786
2003,KY,Kentucky,East South Central,16,FE,4117170,3.8862E-06,3.8862
2003,KY,Kentucky,East South Central,11,FE_NV,4117170,2.6717E-06,2.6717
2004,KY,Kentucky,East South Central,10,FE,4146101,2.4119E-06,2.4119
2004,KY,Kentucky,East South Central,10,FE_NV,4146101,2.4119E-06,2.4119
2005,KY,Kentucky,East South Central,21,FE,4182742,5.0206E-06,5.0206
2005,KY,Kentucky,East South Central,16,FE_NV,4182742,3.8252E-06,3.8252
2006,KY,Kentucky,East South Central,11,FE,4219239,2.6071E-06,2.6071
2006,KY,Kentucky,East South Central,11,FE_NV,4219239,2.6071E-06,2.6071
2007,KY,Kentucky,East South Central,15,FE,4256672,3.5239E-06,3.5239
2007,KY,Kentucky,East South Central,13,FE_NV,4256672,3.0540E-06,3.0540
2008,KY,Kentucky,East South Central,18,FE,4289878,4.1959E-06,4.1959
2008,KY,Kentucky,East South Central,10,FE_NV,4289878,2.3311E-06,2.3311
2009,KY,Kentucky,East South Central,18,FE,4317074,4.1695E-06,4.1695
2009,KY,Kentucky,East South Central,14,FE_NV,4317074,3.2429E-06,3.2429
2010,KY,Kentucky,East South Central,13,FE,4348464,2.9896E-06,2.9896
2010,KY,Kentucky,East South Central,8,FE_NV,4348464,1.8397E-06,1.8397
2011,KY,Kentucky,East South Central,16,FE,4370817,3.6606E-06,3.6606
2011,KY,Kentucky,East South Central,16,FE_NV,4370817,3.6606E-06,3.6606
2012,KY,Kentucky,East South Central,19,FE,4387865,4.3301E-06,4.3301
2012,KY,Kentucky,East South Central,14,FE_NV,4387865,3.1906E-06,3.1906
2013,KY,Kentucky,East South Central,8,MPV,4406906,1.8153E-06,1.8153
2013,KY,Kentucky,East South Central,12,FE,4406906,2.7230E-06,2.7230
2013,KY,Kentucky,East South Central,10,FE_NV,4406906,2.2692E-06,2.2692
2014,KY,Kentucky,East South Central,19,MPV,4416992,4.3016E-06,4.3016
2014,KY,Kentucky,East South Central,27,FE,4416992,6.1128E-06,6.1128
2014,KY,Kentucky,East South Central,19,FE_NV,4416992,4.3016E-06,4.3016
2015,KY,Kentucky,East South Central,16,WaPo,4429126,3.6125E-06,3.6125
2015,KY,Kentucky,East South Central,19,Guardian,4429126,4.2898E-06,4.2898
2015,KY,Kentucky,East South Central,17,MPV,4429126,3.8382E-06,3.8382
2015,KY,Kentucky,East South Central,22,FE,4429126,4.9671E-06,4.9671
2015,KY,Kentucky,East South Central,20,FE_NV,4429126,4.5156E-06,4.5156
2016,KY,Kentucky,East South Central,18,WaPo,4440306,4.0538E-06,4.0538
2016,KY,Kentucky,East South Central,22,Guardian,4440306,4.9546E-06,4.9546
2016,KY,Kentucky,East South Central,21,MPV,4440306,4.7294E-06,4.7294
2016,KY,Kentucky,East South Central,24,FE,4440306,5.4050E-06,5.4050
2016,KY,Kentucky,East South Central,23,FE_NV,4440306,5.1798E-06,5.1798
2017,KY,Kentucky,East South Central,17,WaPo,4455590,3.8154E-06,3.8154
2017,KY,Kentucky,East South Central,17,MPV,4455590,3.8154E-06,3.8154
2017,KY,Kentucky,East South Central,30,FE,4455590,6.7331E-06,6.7331
2017,KY,Kentucky,East South Central,23,FE_NV,4455590,5.1621E-06,5.1621
2018,KY,Kentucky,East South Central,20,WaPo,4464273,4.4800E-06,4.4800
2018,KY,Kentucky,East South Central,22,MPV,4464273,4.9280E-06,4.9280
2018,KY,Kentucky,East South Central,35,FE,4464273,7.8400E-06,7.8400
2018,KY,Kentucky,East South Central,28,FE_NV,4464273,6.2720E-06,6.2720
2019,KY,Kentucky,East South Central,15,WaPo,4472345,3.3539E-06,3.3539
2019,KY,Kentucky,East South Central,16,MPV,4472345,3.5775E-06,3.5775
2019,KY,Kentucky,East South Central,28,FE,4472345,6.2607E-06,6.2607
2019,KY,Kentucky,East South Central,20,FE_NV,4472345,4.4719E-06,4.4719
2020,KY,Kentucky,East South Central,20,WaPo,4477251,4.4670E-06,4.4670
2020,KY,Kentucky,East South Central,20,MPV,4477251,4.4670E-06,4.4670
2020,KY,Kentucky,East South Central,32,FE,4477251,7.1472E-06,7.1472
2020,KY,Kentucky,East South Central,24,FE_NV,4477251,5.3604E-06,5.3604
2000,LA,Louisiana,West South Central,17,FE,4471885,3.8015E-06,3.8015
2000,LA,Louisiana,West South Central,12,FE_NV,4471885,2.6834E-06,2.6834
2001,LA,Louisiana,West South Central,20,FE,4477875,4.4664E-06,4.4664
2001,LA,Louisiana,West South Central,13,FE_NV,4477875,2.9032E-06,2.9032
2002,LA,Louisiana,West South Central,9,FE,4497267,2.0012E-06,2.0012
2002,LA,Louisiana,West South Central,8,FE_NV,4497267,1.7789E-06,1.7789
2003,LA,Louisiana,West South Central,25,FE,4521042,5.5297E-06,5.5297
2003,LA,Louisiana,West South Central,18,FE_NV,4521042,3.9814E-06,3.9814
2004,LA,Louisiana,West South Central,34,FE,4552238,7.4689E-06,7.4689
2004,LA,Louisiana,West South Central,27,FE_NV,4552238,5.9311E-06,5.9311
2005,LA,Louisiana,West South Central,40,FE,4576628,8.7401E-06,8.7401
2005,LA,Louisiana,West South Central,33,FE_NV,4576628,7.2105E-06,7.2105
2006,LA,Louisiana,West South Central,26,FE,4302665,6.0428E-06,6.0428
2006,LA,Louisiana,West South Central,20,FE_NV,4302665,4.6483E-06,4.6483
2007,LA,Louisiana,West South Central,29,FE,4375581,6.6277E-06,6.6277
2007,LA,Louisiana,West South Central,20,FE_NV,4375581,4.5708E-06,4.5708
2008,LA,Louisiana,West South Central,17,FE,4435586,3.8326E-06,3.8326
2008,LA,Louisiana,West South Central,14,FE_NV,4435586,3.1563E-06,3.1563
2009,LA,Louisiana,West South Central,28,FE,4491648,6.2338E-06,6.2338
2009,LA,Louisiana,West South Central,20,FE_NV,4491648,4.4527E-06,4.4527
2010,LA,Louisiana,West South Central,17,FE,4544635,3.7407E-06,3.7407
2010,LA,Louisiana,West South Central,16,FE_NV,4544635,3.5206E-06,3.5206
2011,LA,Louisiana,West South Central,29,FE,4576244,6.3371E-06,6.3371
2011,LA,Louisiana,West South Central,23,FE_NV,4576244,5.0260E-06,5.0260
2012,LA,Louisiana,West South Central,40,FE,4602067,8.6917E-06,8.6917
2012,LA,Louisiana,West South Central,31,FE_NV,4602067,6.7361E-06,6.7361
2013,LA,Louisiana,West South Central,16,MPV,4626040,3.4587E-06,3.4587
2013,LA,Louisiana,West South Central,25,FE,4626040,5.4042E-06,5.4042
2013,LA,Louisiana,West South Central,18,FE_NV,4626040,3.8910E-06,3.8910
2014,LA,Louisiana,West South Central,24,MPV,4645938,5.1658E-06,5.1658
2014,LA,Louisiana,West South Central,46,FE,4645938,9.9011E-06,9.9011
2014,LA,Louisiana,West South Central,34,FE_NV,4645938,7.3182E-06,7.3182
2015,LA,Louisiana,West South Central,27,WaPo,4666998,5.7853E-06,5.7853
2015,LA,Louisiana,West South Central,27,Guardian,4666998,5.7853E-06,5.7853
2015,LA,Louisiana,West South Central,29,MPV,4666998,6.2138E-06,6.2138
2015,LA,Louisiana,West South Central,46,FE,4666998,9.8564E-06,9.8564
2015,LA,Louisiana,West South Central,40,FE_NV,4666998,8.5708E-06,8.5708
2016,LA,Louisiana,West South Central,19,WaPo,4681346,4.0587E-06,4.0587
2016,LA,Louisiana,West South Central,22,Guardian,4681346,4.6995E-06,4.6995
2016,LA,Louisiana,West South Central,22,MPV,4681346,4.6995E-06,4.6995
2016,LA,Louisiana,West South Central,30,FE,4681346,6.4084E-06,6.4084
2016,LA,Louisiana,West South Central,26,FE_NV,4681346,5.5540E-06,5.5540
2017,LA,Louisiana,West South Central,19,WaPo,4673673,4.0653E-06,4.0653
2017,LA,Louisiana,West South Central,20,MPV,4673673,4.2793E-06,4.2793
2017,LA,Louisiana,West South Central,36,FE,4673673,7.7027E-06,7.7027
2017,LA,Louisiana,West South Central,25,FE_NV,4673673,5.3491E-06,5.3491
2018,LA,Louisiana,West South Central,15,WaPo,4664450,3.2158E-06,3.2158
2018,LA,Louisiana,West South Central,18,MPV,4664450,3.8590E-06,3.8590
2018,LA,Louisiana,West South Central,27,FE,4664450,5.7885E-06,5.7885
2018,LA,Louisiana,West South Central,22,FE_NV,4664450,4.7165E-06,4.7165
2019,LA,Louisiana,West South Central,20,WaPo,4658285,4.2934E-06,4.2934
2019,LA,Louisiana,West South Central,20,MPV,4658285,4.2934E-06,4.2934
2019,LA,Louisiana,West South Central,31,FE,4658285,6.6548E-06,6.6548
2019,LA,Louisiana,West South Central,27,FE_NV,4658285,5.7961E-06,5.7961
2020,LA,Louisiana,West South Central,20,WaPo,4645318,4.3054E-06,4.3054
2020,LA,Louisiana,West South Central,23,MPV,4645318,4.9512E-06,4.9512
2020,LA,Louisiana,West South Central,47,FE,4645318,1.0118E-05,10.1177
2020,LA,Louisiana,West South Central,29,FE_NV,4645318,6.2428E-06,6.2428
2000,MA,Massachusetts,New England,6,FE,6361104,9.4323E-07,0.9432
2000,MA,Massachusetts,New England,3,FE_NV,6361104,4.7162E-07,0.4716
2001,MA,Massachusetts,New England,3,FE,6397634,4.6892E-07,0.4689
2001,MA,Massachusetts,New England,3,FE_NV,6397634,4.6892E-07,0.4689
2002,MA,Massachusetts,New England,7,FE,6417206,1.0908E-06,1.0908
2002,MA,Massachusetts,New England,7,FE_NV,6417206,1.0908E-06,1.0908
2003,MA,Massachusetts,New England,5,FE,6422565,7.7851E-07,0.7785
2003,MA,Massachusetts,New England,4,FE_NV,6422565,6.2280E-07,0.6228
2004,MA,Massachusetts,New England,6,FE,6412281,9.3570E-07,0.9357
2004,MA,Massachusetts,New England,6,FE_NV,6412281,9.3570E-07,0.9357
2005,MA,Massachusetts,New England,3,FE,6403290,4.6851E-07,0.4685
2005,MA,Massachusetts,New England,3,FE_NV,6403290,4.6851E-07,0.4685
2006,MA,Massachusetts,New England,4,FE,6410084,6.2402E-07,0.6240
2006,MA,Massachusetts,New England,4,FE_NV,6410084,6.2402E-07,0.6240
2007,MA,Massachusetts,New England,6,FE,6431559,9.3290E-07,0.9329
2007,MA,Massachusetts,New England,3,FE_NV,6431559,4.6645E-07,0.4664
2008,MA,Massachusetts,New England,11,FE,6468967,1.7004E-06,1.7004
2008,MA,Massachusetts,New England,10,FE_NV,6468967,1.5458E-06,1.5458
2009,MA,Massachusetts,New England,9,FE,6517613,1.3809E-06,1.3809
2009,MA,Massachusetts,New England,8,FE_NV,6517613,1.2274E-06,1.2274
2010,MA,Massachusetts,New England,6,FE,6566440,9.1374E-07,0.9137
2010,MA,Massachusetts,New England,6,FE_NV,6566440,9.1374E-07,0.9137
2011,MA,Massachusetts,New England,7,FE,6614218,1.0583E-06,1.0583
2011,MA,Massachusetts,New England,7,FE_NV,6614218,1.0583E-06,1.0583
2012,MA,Massachusetts,New England,10,FE,6664269,1.5005E-06,1.5005
2012,MA,Massachusetts,New England,9,FE_NV,6664269,1.3505E-06,1.3505
2013,MA,Massachusetts,New England,13,MPV,6715158,1.9359E-06,1.9359
